student_id,program_level,modality,college,age,credits_attempted,credits_completed,gpa_term,cum_gpa,satisfaction_overall,satisfaction_advising,satisfaction_online_services,satisfaction_facilities,nps_score,fin_aid_flag,pell_eligible,unmet_need,first_gen,retention_next_term
205,Undergraduate,Online,Health,22.0,12,11.0,2.61,2.76,3.2,2.8,3.7,3.1,3.0,1,1,771.0,0,0
206,Undergraduate,Online,Sciences,28.0,6,5.0,3.12,2.96,2.9,2.3,3.6,3.7,8.0,1,0,574.0,0,0
207,Undergraduate,On-campus,Sciences,23.0,14,13.0,3.6,3.56,3.6,3.1,3.1,3.7,7.0,0,1,2963.0,0,1
208,Undergraduate,Online,Health,22.0,8,7.0,3.01,3.39,2.5,2.2,3.1,3.3,6.0,1,0,957.0,0,0
209,Undergraduate,On-campus,Business,23.0,8,6.0,3.14,2.97,3.0,3.2,2.8,3.4,8.0,1,0,2653.0,0,0
210,Undergraduate,On-campus,Health,22.0,11,10.0,2.7,2.92,2.5,2.4,2.5,3.2,4.0,0,1,6922.0,0,1
211,Undergraduate,Online,Engineering,20.0,15,15.0,3.2,3.22,3.3,3.2,3.4,3.2,8.0,0,0,4691.0,1,0
212,Undergraduate,Online,Health,24.0,11,10.0,2.78,2.82,2.6,2.5,3.7,2.7,6.0,1,0,4101.0,0,0
213,Undergraduate,On-campus,Engineering,23.0,11,10.0,2.31,2.19,2.5,1.9,2.6,3.6,3.0,1,0,3101.0,1,0
214,Undergraduate,Online,Health,22.0,6,6.0,3.17,3.29,2.8,3.1,3.3,3.6,5.0,1,1,0.0,1,0
215,Graduate,Online,Engineering,35.0,10,9.0,3.61,3.56,3.4,3.8,3.5,2.7,6.0,1,0,2690.0,1,1
216,Undergraduate,Hybrid,Education,26.0,11,11.0,2.56,2.39,2.6,2.5,3.3,3.5,7.0,0,0,2976.0,0,0
217,Undergraduate,Online,Engineering,24.0,13,10.0,3.57,3.79,3.6,3.6,2.9,3.6,3.0,1,1,763.0,0,1
218,Graduate,On-campus,Education,34.0,6,5.0,3.4,3.34,3.1,3.1,4.0,3.5,2.0,0,0,3660.0,0,1
219,Undergraduate,Hybrid,Health,25.0,10,9.0,3.21,2.93,3.9,3.6,3.4,3.2,4.0,1,1,2947.0,0,0
220,Graduate,Online,Health,43.0,8,8.0,3.0,2.96,3.0,2.9,3.3,3.0,5.0,1,0,2042.0,0,1
221,Undergraduate,Online,Business,20.0,7,6.0,3.59,3.71,3.4,3.9,3.1,3.1,7.0,1,1,3288.0,0,0
222,Undergraduate,Online,Engineering,20.0,13,11.0,2.84,2.94,4.4,4.4,3.6,3.5,5.0,1,1,2275.0,0,0
223,Undergraduate,Online,Education,17.0,12,10.0,2.27,2.17,2.7,2.8,3.7,3.5,6.0,1,1,2476.0,0,1
224,Undergraduate,Online,Education,23.0,15,13.0,3.26,3.11,3.7,3.5,3.1,3.4,9.0,1,0,2411.0,1,0
225,Undergraduate,On-campus,Engineering,17.0,12,12.0,3.62,3.42,3.4,3.3,2.7,3.8,2.0,1,0,4429.0,0,1
226,Undergraduate,Online,Sciences,18.0,10,9.0,2.8,2.8,4.0,4.2,3.1,3.3,6.0,1,0,1449.0,0,1
227,Graduate,On-campus,Engineering,26.0,14,13.0,3.31,3.33,2.5,2.2,3.1,3.1,9.0,1,0,1534.0,0,0
228,Undergraduate,Hybrid,Engineering,22.0,10,9.0,3.02,3.13,2.4,2.9,3.1,3.6,3.0,0,0,3523.0,0,0
229,Graduate,Hybrid,Education,27.0,7,7.0,3.44,3.42,2.8,2.3,4.0,2.8,3.0,1,0,3254.0,0,1
230,Undergraduate,On-campus,Engineering,21.0,8,7.0,3.31,3.28,3.1,2.9,2.2,3.6,6.0,0,1,4456.0,0,0
231,Graduate,Online,Business,35.0,9,8.0,3.36,3.32,3.0,2.6,3.2,3.5,4.0,1,0,1660.0,0,1
232,Undergraduate,On-campus,Health,18.0,10,10.0,3.01,3.03,2.1,2.5,2.9,3.0,6.0,1,1,3345.0,0,0
233,Undergraduate,On-campus,Engineering,23.0,8,6.0,3.04,3.02,2.6,2.6,3.3,3.8,10.0,1,0,1029.0,0,0
234,Undergraduate,Online,Education,20.0,12,10.0,3.03,3.17,3.4,3.3,3.7,2.7,5.0,0,0,5069.0,0,0
235,Undergraduate,Online,Engineering,23.0,10,7.0,2.6,2.65,2.6,2.7,3.4,3.4,10.0,0,0,4537.0,0,0
236,Graduate,Hybrid,Engineering,37.0,10,8.0,3.04,3.06,3.5,3.9,3.7,3.7,4.0,0,0,4026.0,1,0
237,Undergraduate,Online,Engineering,23.0,11,11.0,3.5,3.49,3.0,3.1,3.1,2.9,5.0,0,0,4710.0,0,0
238,Undergraduate,Online,Sciences,26.0,12,11.0,3.37,3.23,3.4,3.7,3.2,2.9,3.0,1,1,1821.0,0,1
239,Undergraduate,Online,Health,24.0,15,12.0,3.48,3.48,3.3,3.2,3.0,3.2,4.0,0,1,3883.0,0,0
240,Undergraduate,Online,Business,21.0,15,15.0,3.03,2.93,3.3,3.0,3.4,2.8,5.0,0,0,7609.0,0,0
241,Graduate,Hybrid,Business,23.0,13,11.0,3.19,3.24,3.2,3.3,3.0,2.3,6.0,1,0,3841.0,1,0
242,Graduate,On-campus,Business,25.0,14,13.0,3.6,3.57,3.8,3.6,3.4,3.6,3.0,0,0,3187.0,0,1
243,Graduate,On-campus,Business,37.0,9,8.0,2.97,3.22,3.2,3.4,3.8,3.7,4.0,0,0,3542.0,0,1
244,Undergraduate,Online,Health,21.0,10,10.0,2.59,2.4,2.8,2.7,4.1,3.1,4.0,0,0,5812.0,0,0
245,Undergraduate,Online,Health,22.0,10,8.0,2.73,2.26,3.3,3.3,3.0,3.2,7.0,0,0,3408.0,1,1
246,Graduate,Online,Engineering,34.0,13,11.0,3.23,3.27,3.6,2.9,3.5,3.6,6.0,0,0,6551.0,1,0
247,Undergraduate,Online,Business,19.0,14,9.0,3.22,3.12,4.1,4.1,3.8,3.1,6.0,0,1,4648.0,1,1
248,Graduate,Online,Business,31.0,12,10.0,2.76,2.78,3.0,2.9,3.8,3.1,5.0,1,0,466.0,0,0
249,Graduate,On-campus,Sciences,29.0,10,9.0,3.24,3.05,3.0,3.3,4.0,3.6,2.0,1,0,3803.0,1,1
250,Graduate,Online,Health,28.0,8,8.0,3.32,3.61,3.9,4.2,3.4,3.1,9.0,1,0,0.0,0,1
251,Undergraduate,On-campus,Business,18.0,6,6.0,3.46,3.4,2.3,2.3,3.1,3.5,3.0,1,0,1977.0,0,0
252,Undergraduate,Online,Education,22.0,14,13.0,2.87,2.76,3.1,2.6,4.4,3.9,7.0,1,1,3283.0,1,1
253,Graduate,Online,Health,29.0,10,9.0,3.72,4.0,3.8,3.7,3.7,3.3,5.0,0,0,1201.0,1,0
254,Undergraduate,Online,Education,24.0,14,12.0,3.29,3.42,3.8,4.1,3.3,3.1,4.0,1,0,5544.0,0,0
255,Undergraduate,Hybrid,Engineering,22.0,15,14.0,2.46,2.67,1.8,1.7,2.7,3.8,6.0,0,0,5453.0,1,1
256,Undergraduate,Hybrid,Education,16.0,9,7.0,3.82,3.79,2.9,2.6,3.2,3.6,3.0,0,1,2032.0,0,1
257,Graduate,Hybrid,Health,26.0,10,8.0,3.24,3.25,2.1,2.4,3.5,3.4,2.0,0,0,6280.0,0,0
258,Undergraduate,Online,Engineering,24.0,9,7.0,3.32,3.23,3.7,3.2,3.9,3.0,6.0,1,1,0.0,1,1
259,Undergraduate,Online,Engineering,19.0,7,6.0,3.34,3.23,3.5,3.5,3.2,4.3,6.0,1,0,989.0,0,0
260,Undergraduate,On-campus,Sciences,23.0,6,5.0,2.48,2.54,3.2,3.4,3.1,3.0,7.0,1,0,377.0,0,0
261,Undergraduate,Online,Engineering,19.0,13,11.0,3.01,2.95,3.2,3.2,3.3,2.5,7.0,1,0,0.0,0,0
262,Graduate,Hybrid,Business,31.0,9,7.0,3.02,3.35,3.9,3.5,3.0,3.4,6.0,0,0,3500.0,0,1
263,Undergraduate,Online,Business,18.0,10,9.0,2.48,2.61,2.6,2.3,3.9,3.1,5.0,1,1,2287.0,0,0
264,Undergraduate,Online,Education,17.0,11,10.0,3.01,3.29,3.1,2.9,3.5,2.2,5.0,0,1,3742.0,0,0
265,Graduate,Online,Health,22.0,13,12.0,3.18,2.85,3.5,3.7,3.8,3.1,8.0,1,0,2696.0,1,1
266,Graduate,Online,Education,29.0,13,12.0,3.58,3.86,3.2,3.3,3.8,3.2,3.0,1,0,2579.0,0,1
267,Undergraduate,On-campus,Business,21.0,12,11.0,2.81,2.45,3.0,2.9,2.9,3.5,5.0,0,1,1728.0,0,0
268,Graduate,Online,Business,33.0,9,8.0,2.88,2.69,3.1,3.2,4.0,3.3,7.0,1,0,1746.0,1,1
269,Undergraduate,Online,Health,21.0,11,9.0,3.46,3.2,3.4,3.2,3.1,3.0,8.0,0,0,0.0,0,1
270,Undergraduate,Online,Health,23.0,9,9.0,3.1,3.14,3.2,3.4,3.0,3.1,4.0,0,0,5619.0,0,1
271,Graduate,Online,Engineering,35.0,12,8.0,3.43,3.43,3.7,3.8,3.3,3.7,4.0,1,0,2642.0,0,0
272,Graduate,On-campus,Education,31.0,6,5.0,3.69,3.81,3.1,3.0,2.7,4.0,3.0,1,0,2602.0,0,1
273,Graduate,Hybrid,Health,31.0,10,9.0,2.79,2.78,2.4,2.4,3.3,3.1,4.0,0,0,5169.0,1,0
274,Graduate,Hybrid,Business,30.0,15,14.0,3.38,3.56,3.2,3.1,4.1,3.4,6.0,0,0,5276.0,0,1
275,Undergraduate,On-campus,Sciences,18.0,15,15.0,2.94,2.8,2.6,2.9,3.6,3.9,4.0,1,1,1458.0,0,0
276,Undergraduate,Online,Sciences,23.0,9,9.0,2.66,2.85,2.6,2.7,3.2,2.8,6.0,0,0,3825.0,0,0
277,Graduate,On-campus,Sciences,32.0,12,10.0,2.92,2.92,2.2,2.1,2.7,3.7,4.0,1,0,4849.0,0,0
278,Undergraduate,Online,Business,23.0,14,12.0,3.01,3.36,3.6,3.3,3.9,3.3,7.0,1,1,1122.0,1,0
279,Graduate,Online,Engineering,27.0,10,9.0,2.94,3.07,3.4,3.6,3.0,3.5,6.0,1,1,4336.0,0,0
280,Graduate,Hybrid,Health,29.0,9,8.0,3.19,3.14,3.7,3.9,2.7,2.8,2.0,1,0,1975.0,0,0
281,Graduate,Online,Business,31.0,14,11.0,3.55,3.54,3.5,3.3,3.6,3.2,3.0,1,0,0.0,1,1
282,Undergraduate,Hybrid,Engineering,18.0,10,9.0,2.76,2.61,3.3,3.2,2.9,2.9,8.0,1,1,2134.0,0,1
283,Undergraduate,Online,Sciences,19.0,14,13.0,3.17,3.22,2.9,2.9,3.5,3.3,3.0,1,0,1963.0,1,0
284,Undergraduate,On-campus,Sciences,21.0,13,11.0,2.8,2.75,2.0,1.7,3.0,3.3,6.0,1,1,0.0,0,0
285,Undergraduate,On-campus,Business,26.0,9,8.0,3.21,3.32,2.7,2.7,3.1,3.4,5.0,0,1,3378.0,0,0
286,Undergraduate,Hybrid,Education,23.0,12,9.0,2.66,2.46,2.7,2.2,3.4,3.2,3.0,1,1,1272.0,0,1
287,Undergraduate,On-campus,Engineering,19.0,10,9.0,3.17,3.12,3.1,2.7,3.3,3.2,7.0,0,1,6311.0,1,0
288,Undergraduate,On-campus,Sciences,21.0,15,13.0,3.22,3.05,3.5,3.3,3.5,3.0,4.0,0,0,5453.0,1,0
289,Undergraduate,Online,Sciences,20.0,9,7.0,3.07,2.91,3.4,3.2,3.8,3.6,6.0,1,0,1058.0,1,0
290,Undergraduate,On-campus,Engineering,20.0,10,9.0,3.34,3.43,4.0,4.1,3.4,3.3,5.0,1,0,1390.0,0,1
291,Undergraduate,Online,Education,25.0,10,10.0,2.81,2.98,3.2,3.3,3.5,2.6,0.0,1,0,4001.0,0,0
292,Undergraduate,On-campus,Sciences,18.0,14,13.0,3.25,2.9,3.1,3.5,2.5,3.2,6.0,0,1,5319.0,0,0
293,Graduate,On-campus,Engineering,28.0,14,14.0,3.05,3.33,3.1,3.1,3.1,3.6,7.0,0,0,3500.0,1,0
294,Undergraduate,On-campus,Business,24.0,11,10.0,2.65,2.86,2.9,3.0,3.2,4.2,4.0,0,0,3279.0,0,0
295,Undergraduate,Online,Sciences,25.0,9,8.0,2.21,2.01,3.0,2.7,3.5,3.1,6.0,1,1,1809.0,0,1
296,Undergraduate,Online,Education,21.0,7,5.0,2.26,2.38,2.3,2.0,3.7,3.4,3.0,0,1,3935.0,0,0
297,Graduate,On-campus,Health,20.0,8,7.0,3.43,3.36,3.5,3.5,3.9,3.4,4.0,1,0,3588.0,0,1
298,Undergraduate,Online,Education,18.0,7,6.0,3.14,3.13,4.3,4.3,3.3,3.3,7.0,0,1,4666.0,0,1
299,Undergraduate,Online,Engineering,20.0,10,9.0,2.84,2.93,2.8,2.9,3.3,3.1,3.0,1,0,917.0,0,0
300,Undergraduate,Online,Sciences,23.0,11,11.0,3.03,3.1,3.2,3.6,4.0,3.4,5.0,0,0,3460.0,0,1
301,Undergraduate,Hybrid,Business,26.0,10,8.0,2.87,2.78,2.4,2.1,3.1,2.7,3.0,0,0,868.0,0,0
302,Undergraduate,On-campus,Sciences,19.0,7,7.0,3.23,3.14,3.3,3.8,3.3,3.6,3.0,0,0,3965.0,1,0
303,Undergraduate,Online,Business,21.0,10,8.0,3.18,3.1,3.6,3.2,3.3,3.3,6.0,1,0,418.0,0,1
304,Undergraduate,Online,Engineering,22.0,14,12.0,2.96,3.13,2.6,2.7,3.2,3.4,5.0,0,1,2402.0,1,0
305,Graduate,Online,Engineering,22.0,9,8.0,3.18,2.9,2.8,2.4,3.0,2.7,5.0,1,1,3656.0,1,0
306,Graduate,On-campus,Engineering,25.0,15,14.0,3.41,3.39,2.3,2.5,3.2,3.4,4.0,1,0,3085.0,0,0
307,Undergraduate,On-campus,Engineering,20.0,7,7.0,3.56,3.8,3.8,3.4,2.7,3.8,4.0,1,1,2524.0,0,1
308,Undergraduate,Online,Education,21.0,8,7.0,2.17,2.28,2.4,1.6,3.1,3.3,2.0,1,0,2503.0,0,0
309,Graduate,Online,Engineering,30.0,8,6.0,3.02,3.18,3.2,3.2,3.8,3.9,3.0,0,0,6106.0,0,0
310,Undergraduate,Online,Business,20.0,14,13.0,3.32,3.3,3.2,3.2,3.2,3.0,4.0,1,1,1058.0,0,0
311,Undergraduate,On-campus,Health,22.0,9,8.0,3.41,3.24,3.5,3.8,2.6,2.8,7.0,1,0,2745.0,0,1
312,Undergraduate,On-campus,Health,21.0,6,6.0,3.17,3.18,3.2,3.2,2.6,3.4,6.0,1,1,2165.0,0,1
313,Undergraduate,Online,Health,21.0,6,6.0,2.93,2.83,3.4,3.2,3.9,2.1,6.0,0,0,3477.0,0,0
314,Graduate,Online,Education,23.0,12,10.0,2.93,3.26,2.8,2.6,3.5,3.5,2.0,1,0,5707.0,0,1
315,Graduate,Online,Engineering,37.0,12,11.0,3.15,3.13,3.5,4.5,3.3,3.2,6.0,0,0,2169.0,1,1
316,Undergraduate,Hybrid,Health,27.0,7,6.0,2.98,3.08,3.4,3.1,3.2,3.4,6.0,1,0,0.0,0,1
317,Undergraduate,Online,Business,22.0,14,13.0,3.5,3.76,3.7,3.9,3.5,3.4,9.0,0,0,4162.0,0,1
318,Undergraduate,On-campus,Education,25.0,14,13.0,3.16,3.0,2.5,2.6,2.9,4.0,5.0,1,0,1595.0,0,1
319,Undergraduate,On-campus,Sciences,18.0,10,9.0,3.35,3.01,2.6,2.8,3.0,2.6,4.0,0,0,518.0,0,1
320,Undergraduate,Online,Health,22.0,8,8.0,3.42,3.49,4.1,4.2,3.8,2.4,4.0,1,0,3064.0,0,1
321,Undergraduate,Online,Business,19.0,8,7.0,2.82,2.92,3.9,3.8,3.8,2.9,6.0,1,1,2363.0,0,0
322,Graduate,Online,Education,30.0,8,6.0,3.0,2.94,3.2,2.7,3.2,3.1,5.0,1,0,4183.0,0,0
323,Undergraduate,On-campus,Health,20.0,11,10.0,1.99,1.82,2.4,2.4,3.6,3.7,7.0,0,0,3166.0,0,0
324,Undergraduate,On-campus,Business,26.0,9,7.0,2.15,2.2,2.5,2.5,3.9,3.6,6.0,0,0,1211.0,0,1
325,Graduate,On-campus,Health,43.0,13,12.0,2.77,2.77,3.0,3.0,3.0,3.7,3.0,0,0,2593.0,0,0
326,Graduate,On-campus,Health,19.0,10,9.0,3.71,3.76,2.7,2.9,3.0,3.0,5.0,1,0,0.0,1,1
327,Undergraduate,Online,Sciences,17.0,6,4.0,3.09,2.92,3.3,3.2,3.1,2.9,10.0,1,0,4745.0,0,1
328,Undergraduate,Hybrid,Business,21.0,14,12.0,2.66,2.71,2.4,2.2,2.8,3.1,2.0,1,0,4009.0,0,0
329,Undergraduate,On-campus,Education,23.0,6,6.0,3.0,3.12,2.9,3.2,3.2,3.5,5.0,1,0,4425.0,0,0
330,Undergraduate,Online,Health,23.0,11,8.0,2.83,2.6,2.8,2.7,4.4,3.0,6.0,0,0,5000.0,0,1
331,Undergraduate,Hybrid,Health,16.0,6,5.0,3.77,3.99,3.1,3.0,3.4,3.3,5.0,1,0,399.0,0,1
332,Graduate,On-campus,Health,38.0,8,6.0,3.16,3.2,3.1,2.9,3.0,3.1,4.0,1,0,1894.0,0,0
333,Undergraduate,On-campus,Engineering,22.0,15,12.0,2.24,2.37,2.3,2.5,2.9,3.4,4.0,1,1,3189.0,1,1
334,Undergraduate,On-campus,Engineering,24.0,10,10.0,3.45,3.26,2.7,2.6,2.8,3.8,3.0,0,0,1451.0,0,0
335,Undergraduate,Hybrid,Sciences,15.0,15,13.0,2.65,2.75,3.4,4.1,3.5,3.3,5.0,1,0,3161.0,0,0
336,Undergraduate,On-campus,Health,22.0,12,11.0,2.93,2.68,2.4,2.4,3.0,3.5,7.0,0,1,4667.0,0,0
337,Graduate,Online,Sciences,23.0,15,13.0,3.19,3.05,2.4,2.0,3.7,3.1,2.0,1,0,5895.0,0,0
338,Graduate,Online,Health,19.0,13,10.0,3.25,3.29,3.6,3.5,3.4,3.0,6.0,0,0,5433.0,0,0
339,Undergraduate,Hybrid,Business,24.0,14,11.0,2.36,2.32,2.6,2.8,3.9,3.1,7.0,1,0,3213.0,0,0
340,Undergraduate,Online,Health,24.0,11,11.0,1.88,1.88,2.6,2.4,3.3,3.0,5.0,1,0,2543.0,1,1
341,Undergraduate,Online,Sciences,20.0,14,12.0,3.46,3.75,3.5,3.5,3.2,3.1,5.0,0,0,4815.0,0,0
342,Undergraduate,Online,Business,16.0,13,11.0,3.04,3.04,3.7,4.0,3.3,3.3,7.0,1,1,2916.0,0,1
343,Undergraduate,Online,Health,21.0,14,12.0,3.37,3.48,4.1,4.4,3.7,3.3,4.0,0,0,893.0,1,1
344,Undergraduate,On-campus,Engineering,25.0,15,14.0,3.47,3.46,3.2,3.0,3.7,3.1,6.0,0,1,3820.0,1,0
345,Undergraduate,Hybrid,Business,26.0,9,8.0,2.6,2.59,2.3,2.2,3.3,3.9,4.0,1,0,0.0,0,0
346,Undergraduate,Online,Health,24.0,14,11.0,2.93,2.78,3.2,3.2,3.8,3.0,5.0,0,1,119.0,1,1
347,Undergraduate,Online,Engineering,23.0,12,9.0,3.11,3.17,3.5,3.9,3.7,3.4,9.0,0,0,4063.0,1,1
348,Undergraduate,Online,Engineering,23.0,10,8.0,2.9,3.28,3.6,3.3,2.8,2.8,8.0,0,0,4718.0,1,0
349,Undergraduate,Hybrid,Engineering,20.0,10,10.0,2.88,2.89,3.0,3.1,3.1,3.8,8.0,1,0,511.0,1,0
350,Undergraduate,On-campus,Engineering,22.0,6,6.0,2.91,2.87,2.6,2.6,3.0,3.8,3.0,1,0,4141.0,1,1
351,Undergraduate,Online,Engineering,27.0,7,6.0,3.4,3.57,3.0,2.7,3.4,3.4,3.0,1,0,4779.0,0,0
352,Graduate,Hybrid,Business,30.0,15,13.0,3.29,3.44,3.1,3.5,2.8,3.1,6.0,0,0,5209.0,1,1
353,Undergraduate,Hybrid,Sciences,27.0,8,7.0,3.21,3.28,2.5,2.8,3.4,2.5,5.0,0,0,3960.0,0,0
354,Undergraduate,Hybrid,Business,21.0,13,11.0,3.08,3.03,3.2,3.7,3.1,3.9,1.0,1,0,2959.0,0,0
355,Undergraduate,Hybrid,Engineering,26.0,11,10.0,2.58,2.75,2.9,3.3,3.1,3.5,6.0,1,0,2669.0,0,0
356,Undergraduate,Online,Education,18.0,15,14.0,3.09,3.11,3.3,3.3,3.4,3.1,9.0,0,1,3821.0,1,0
357,Undergraduate,On-campus,Health,24.0,10,9.0,2.35,2.49,2.9,3.1,2.8,3.8,9.0,0,0,2464.0,0,1
358,Undergraduate,Online,Engineering,20.0,6,6.0,3.16,3.04,3.9,4.0,2.8,2.7,4.0,0,1,2941.0,1,0
359,Graduate,Hybrid,Sciences,27.0,14,12.0,3.04,2.95,3.0,2.7,3.2,2.4,6.0,1,0,2589.0,0,0
360,Undergraduate,On-campus,Health,23.0,8,7.0,3.42,3.43,3.1,2.7,3.1,3.6,3.0,1,1,2506.0,0,0
361,Undergraduate,On-campus,Health,25.0,8,8.0,2.62,2.43,2.6,2.7,3.3,3.3,4.0,1,0,3384.0,0,0
362,Undergraduate,On-campus,Engineering,19.0,7,5.0,2.73,2.67,3.0,3.0,3.1,3.4,3.0,1,0,1002.0,0,0
363,Undergraduate,Online,Health,18.0,9,8.0,3.08,2.89,3.2,3.1,3.1,3.2,3.0,0,0,3741.0,1,0
364,Undergraduate,On-campus,Engineering,22.0,7,6.0,2.78,2.55,3.3,3.3,2.8,3.1,7.0,1,0,2097.0,0,0
365,Graduate,Hybrid,Sciences,28.0,14,14.0,3.06,3.43,3.5,4.0,3.6,3.2,6.0,0,0,6939.0,0,1
366,Undergraduate,Hybrid,Health,24.0,15,14.0,2.75,2.66,3.0,2.3,3.2,2.8,6.0,1,0,2875.0,0,0
367,Graduate,Online,Engineering,27.0,12,11.0,3.17,3.09,3.3,3.5,3.8,3.6,7.0,0,0,5011.0,1,0
368,Graduate,Online,Engineering,24.0,13,12.0,3.27,3.28,3.2,3.5,3.9,3.2,6.0,1,0,3995.0,1,1
369,Undergraduate,Online,Engineering,28.0,8,6.0,3.62,3.46,3.7,4.0,3.1,3.4,3.0,1,0,3781.0,0,1
370,Undergraduate,On-campus,Health,23.0,11,11.0,3.05,2.97,3.1,2.7,3.0,2.9,6.0,1,0,0.0,0,0
371,Undergraduate,Hybrid,Engineering,21.0,15,12.0,3.14,3.42,3.0,2.9,3.4,3.4,5.0,1,0,2233.0,0,0
372,Undergraduate,Online,Business,17.0,11,10.0,3.35,3.4,3.5,3.4,3.2,3.8,5.0,0,0,5017.0,0,0
373,Undergraduate,On-campus,Engineering,21.0,6,5.0,2.15,2.3,2.2,2.3,2.9,3.6,2.0,1,0,2695.0,0,0
374,Undergraduate,Hybrid,Health,21.0,11,8.0,2.5,2.74,2.9,2.6,2.9,3.4,2.0,0,1,998.0,1,1
375,Undergraduate,On-campus,Sciences,25.0,8,7.0,3.01,3.04,2.6,2.7,2.8,3.5,4.0,0,1,1935.0,1,1
376,Undergraduate,On-campus,Health,23.0,8,7.0,3.59,3.56,3.5,3.2,3.0,3.8,6.0,0,0,2668.0,0,1
377,Graduate,On-campus,Health,26.0,8,7.0,2.95,2.73,2.7,2.6,2.9,4.2,5.0,0,1,3992.0,1,0
378,Undergraduate,On-campus,Engineering,23.0,15,12.0,3.04,2.98,3.6,4.0,2.9,4.5,9.0,1,0,2851.0,0,0
379,Graduate,Online,Education,27.0,15,14.0,3.9,3.88,3.7,4.0,3.6,3.3,5.0,1,0,4786.0,0,1
380,Undergraduate,On-campus,Health,27.0,13,12.0,3.14,3.02,3.1,3.1,3.5,3.2,5.0,0,0,4019.0,0,0
381,Undergraduate,On-campus,Engineering,25.0,10,9.0,2.73,2.96,2.2,1.8,3.4,3.8,4.0,0,1,3805.0,0,0
382,Undergraduate,Hybrid,Business,24.0,9,8.0,2.66,2.83,3.4,3.5,3.2,2.7,3.0,1,0,495.0,0,1
383,Undergraduate,On-campus,Education,22.0,14,12.0,2.66,2.81,2.7,2.8,3.8,3.4,5.0,0,0,3766.0,0,0
384,Graduate,On-campus,Engineering,27.0,14,14.0,2.95,2.93,3.6,3.0,3.4,3.4,3.0,1,0,5910.0,1,0
385,Graduate,Online,Education,30.0,6,5.0,2.79,2.64,3.1,3.2,3.8,4.0,5.0,0,0,4513.0,1,0
386,Graduate,Online,Sciences,36.0,7,6.0,3.15,3.35,3.2,2.9,3.4,3.8,2.0,1,0,1660.0,0,0
387,Undergraduate,Online,Engineering,21.0,13,11.0,3.13,3.18,3.1,2.7,3.3,3.7,5.0,0,0,4623.0,0,1
388,Undergraduate,Online,Business,20.0,10,9.0,2.62,2.74,3.3,3.0,3.7,3.5,6.0,0,0,5563.0,0,0
389,Graduate,On-campus,Education,27.0,12,10.0,3.32,3.41,3.3,2.7,3.5,3.2,6.0,0,0,4747.0,0,0
390,Graduate,Hybrid,Health,27.0,6,6.0,3.42,3.47,2.7,2.6,3.2,3.3,2.0,1,0,3747.0,1,1
391,Graduate,Online,Engineering,26.0,15,12.0,3.17,3.47,3.1,2.8,3.2,3.9,6.0,1,0,3939.0,0,1
392,Undergraduate,Online,Sciences,15.0,10,9.0,2.87,2.77,3.4,3.7,3.0,3.4,7.0,1,0,2735.0,0,1
393,Undergraduate,Hybrid,Sciences,21.0,8,6.0,2.56,2.51,2.5,2.4,2.5,3.6,3.0,0,0,4494.0,0,0
394,Graduate,Online,Engineering,29.0,15,13.0,2.8,3.05,2.8,2.6,3.5,2.6,7.0,0,0,3103.0,1,0
395,Undergraduate,On-campus,Sciences,24.0,7,7.0,3.1,3.11,3.0,2.5,3.4,3.9,5.0,1,0,1586.0,0,0
396,Graduate,On-campus,Sciences,39.0,7,6.0,3.32,3.3,3.1,3.0,2.2,3.2,5.0,1,0,2379.0,1,0
397,Graduate,On-campus,Sciences,32.0,14,13.0,3.14,3.1,2.8,3.2,2.9,3.5,6.0,0,0,2013.0,0,1
398,Undergraduate,Online,Sciences,18.0,9,7.0,3.01,3.11,3.9,4.4,3.2,3.8,9.0,1,1,2553.0,0,0
399,Graduate,Online,Engineering,28.0,9,8.0,3.87,3.84,3.6,3.5,3.7,3.3,5.0,0,0,2806.0,0,0
400,Graduate,On-campus,Business,31.0,12,12.0,4.0,3.95,2.9,2.9,2.8,3.9,4.0,1,0,2768.0,1,1
401,Undergraduate,On-campus,Education,29.0,15,14.0,2.57,2.67,2.0,2.2,2.6,3.5,8.0,1,1,2776.0,0,0
402,Graduate,Online,Education,24.0,15,13.0,3.27,3.28,3.7,3.4,3.3,2.4,5.0,1,0,525.0,0,1
403,Undergraduate,On-campus,Sciences,20.0,7,6.0,3.29,3.14,2.6,2.7,2.8,3.2,5.0,0,0,4615.0,0,0
404,Graduate,Online,Engineering,37.0,8,7.0,3.77,3.77,3.6,4.3,3.5,3.5,5.0,1,0,0.0,0,1
405,Undergraduate,On-campus,Health,22.0,8,7.0,2.84,3.05,2.5,2.7,3.0,3.7,1.0,1,0,3383.0,1,1
406,Graduate,Online,Sciences,29.0,11,9.0,2.94,3.05,3.1,3.3,3.7,3.9,4.0,1,0,3404.0,1,1
407,Undergraduate,Hybrid,Sciences,25.0,8,8.0,2.9,3.13,3.1,3.5,3.1,3.3,7.0,0,0,5005.0,1,0
408,Undergraduate,Online,Sciences,23.0,10,9.0,3.44,3.33,2.9,3.2,3.9,2.8,3.0,1,1,2516.0,0,1
409,Graduate,Online,Engineering,30.0,9,7.0,3.43,3.59,3.2,3.1,3.3,3.2,8.0,1,0,1723.0,0,1
410,Undergraduate,Online,Education,28.0,8,7.0,2.94,2.84,2.9,2.5,3.7,3.6,6.0,1,0,1776.0,1,0
